,oil,gpl,solid,electricity,total
2015-01-13 03:00:00,-22541.94626,-24851.31355,-27188.05205,-21016.05173,-95597.36359
2015-01-13 04:00:00,-22865.34977,-25169.20715,-27767.28581,-21463.79276,-97265.63549
2015-01-13 05:00:00,-23428.52856,-25746.53382,-28836.97521,-22290.65038,-100302.688
2015-01-13 06:00:00,-25066.1361,-27421.5973,-32088.15066,-24803.77163,-109379.6557
2015-01-13 07:00:00,-27600.00846,-30003.85131,-37162.00076,-28725.79944,-123491.66
2015-01-13 08:00:00,-28673.55845,-31140.62196,-39369.81214,-30432.41226,-129616.4048
2015-01-13 09:00:00,-27758.41556,-30290.64919,-37632.08848,-29089.17184,-124770.3251
2015-01-13 10:00:00,-25408.40313,-28008.39332,-33050.93275,-25547.99112,-112015.7203
2015-01-13 11:00:00,-23604.55698,-26261.31918,-29553.0096,-22844.13673,-102263.0225
2015-01-13 12:00:00,-22629.6716,-25334.00704,-27702.44745,-21413.67346,-97079.79956
2015-01-13 13:00:00,-21922.21785,-24663.3988,-26370.92837,-20384.42452,-93340.96953
2015-01-13 14:00:00,-21777.80523,-24534.34742,-26126.44499,-20195.44168,-92634.03932
2015-01-13 15:00:00,-21638.94736,-24402.73272,-25878.24103,-20003.58287,-91923.50398
2015-01-13 16:00:00,-21705.07492,-24478.47316,-26043.75257,-20131.52138,-92358.82202
2015-01-13 17:00:00,-21908.42636,-24695.68271,-26491.35391,-20477.51207,-93572.97505
2015-01-13 18:00:00,-23871.07306,-26644.68612,-30406.77073,-23504.08427,-104426.6142
2015-01-13 19:00:00,-25302.82681,-28050.46845,-33250.26966,-25702.07626,-112305.6412
2015-01-13 20:00:00,-26803.09557,-29497.89599,-36202.8708,-27984.40301,-120488.2654
2015-01-13 21:00:00,-26297.32896,-28929.53934,-35153.51766,-27173.26509,-117553.651
2015-01-13 22:00:00,-26512.43165,-29054.70746,-35510.83951,-27449.47077,-118527.4494
2015-01-13 23:00:00,-25523.74347,-27980.41039,-33468.48273,-25870.75245,-112843.389
2015-01-14 00:00:00,-23390.54092,-25857.55435,-29308.54766,-22655.17046,-101211.8134
2015-01-14 01:00:00,-21890.85021,-24314.5593,-26277.02875,-20311.84119,-92794.27944
2015-01-14 02:00:00,-21368.8753,-23763.98136,-25196.06112,-19476.26564,-89805.18342
2015-01-14 03:00:00,-21117.91784,-23498.11494,-24649.18624,-19053.53764,-88318.75666
2015-01-14 04:00:00,-21438.74133,-23813.43945,-25228.42,-19501.27868,-89981.87945
2015-01-14 05:00:00,-22021.576,-24408.48124,-26335.72223,-20357.21057,-93122.99003
2015-01-14 06:00:00,-23692.02503,-26111.17874,-29643.31692,-22913.94325,-102360.4639
2015-01-14 07:00:00,-26119.01941,-28580.20556,-34491.49006,-26661.52536,-115852.2404
2015-01-14 08:00:00,-27115.51002,-29632.0872,-36530.04372,-28237.30391,-121514.9449
2015-01-14 09:00:00,-26151.08076,-28725.54901,-34679.48158,-26806.84064,-116362.952
2015-01-14 10:00:00,-23673.99307,-26311.58384,-29835.03606,-23062.13994,-102882.7529
2015-01-14 11:00:00,-21855.35324,-24545.68869,-26299.50008,-20329.21127,-93029.75329
2015-01-14 12:00:00,-20921.6974,-23656.0051,-24524.16359,-18956.89657,-88058.76266
2015-01-14 13:00:00,-20273.49392,-23041.85362,-23305.48299,-18014.87047,-84635.70099
2015-01-14 14:00:00,-20168.15102,-22950.46776,-23136.22527,-17884.0362,-84138.88024
2015-01-14 15:00:00,-20086.38048,-22875.33043,-23000.85978,-17779.40023,-83741.97093
2015-01-14 16:00:00,-20228.25536,-23026.36241,-23316.82263,-18023.63588,-84595.07628
2015-01-14 17:00:00,-20526.67499,-23337.73061,-23952.4881,-18514.99799,-86331.89169
2015-01-14 18:00:00,-22594.07286,-25390.62039,-28074.77547,-21701.47874,-97760.94746
2015-01-14 19:00:00,-24054.64153,-26826.25365,-30974.69364,-23943.08215,-105798.671
2015-01-14 20:00:00,-25546.2166,-28269.17644,-33908.48837,-26210.87175,-113934.7532
2015-01-14 21:00:00,-24948.2455,-27618.34051,-32671.07109,-25254.36242,-110492.0195
2015-01-14 22:00:00,-25170.54504,-27764.87478,-33028.39295,-25530.56811,-111494.3809
2015-01-14 23:00:00,-24156.18134,-26683.86241,-30910.81051,-23893.70123,-105644.5555
2015-01-15 00:00:00,-23402.30025,-25874.72618,-29308.54766,-22655.17046,-101240.7445
2015-01-15 01:00:00,-21923.65143,-24362.45806,-26277.02875,-20311.84119,-92874.97943
2015-01-15 02:00:00,-21416.14434,-23833.00709,-25196.06112,-19476.26564,-89921.4782
2015-01-15 03:00:00,-21172.98721,-23578.53129,-24649.18624,-19053.53764,-88454.24238
2015-01-15 04:00:00,-21497.1795,-23898.77517,-25228.42,-19501.27868,-90125.65334
2015-01-15 05:00:00,-22081.28369,-24495.67081,-26335.72223,-20357.21057,-93269.8873
2015-01-15 06:00:00,-23752.25889,-26199.13664,-29643.31692,-22913.94325,-102508.6557
2015-01-15 07:00:00,-26179.54543,-28668.59009,-34491.49006,-26661.52536,-116001.1509
2015-01-15 08:00:00,-27176.21817,-29720.7377,-36530.04372,-28237.30391,-121664.3035
2015-01-15 09:00:00,-26211.88902,-28814.34569,-34679.48158,-26806.84064,-116512.5569
2015-01-15 10:00:00,-23734.84543,-26400.44492,-29835.03606,-23062.13994,-103032.4663
2015-01-15 11:00:00,-21916.2156,-24634.56437,-26299.50008,-20329.21127,-93179.49133
2015-01-15 12:00:00,-20982.54898,-23744.86506,-24524.16359,-18956.89657,-88208.4742
2015-01-15 13:00:00,-20334.31982,-23130.67606,-23305.48299,-18014.87047,-84785.34933
2015-01-15 14:00:00,-20228.94083,-23039.23751,-23136.22527,-17884.0362,-84288.4398
2015-01-15 15:00:00,-20147.13048,-22964.04204,-23000.85978,-17779.40023,-83891.43254
2015-01-15 16:00:00,-20288.96423,-23115.01396,-23316.82263,-18023.63588,-84744.43669
2015-01-15 17:00:00,-20587.32315,-23426.29351,-23952.4881,-18514.99799,-86481.10276
2015-01-15 18:00:00,-22654.54401,-25478.9248,-28074.77547,-21701.47874,-97909.72302
2015-01-15 19:00:00,-24114.51041,-26913.67858,-30974.69364,-23943.08215,-105945.9648
2015-01-15 20:00:00,-25604.33795,-28354.0495,-33908.48837,-26210.87175,-114077.7476
2015-01-15 21:00:00,-25002.31033,-27697.28995,-32671.07109,-25254.36242,-110625.0338
2015-01-15 22:00:00,-25217.1802,-27832.97486,-33028.39295,-25530.56811,-111609.1161
2015-01-15 23:00:00,-24192.13694,-26736.36742,-30910.81051,-23893.70123,-105733.0161
2015-01-16 00:00:00,-21203.73463,-23758.06735,-25005.30139,-19328.81056,-89295.91393
2015-01-16 01:00:00,-20408.69566,-22920.38134,-23353.76581,-18052.19254,-84735.03535
2015-01-16 02:00:00,-20112.7006,-22601.15132,-22714.36343,-17557.94185,-82986.1572
2015-01-16 03:00:00,-20091.39598,-22563.69753,-22612.82013,-17479.45004,-82747.36368
2015-01-16 04:00:00,-20350.3581,-22815.7687,-23060.40899,-17825.43109,-84051.96687
2015-01-16 05:00:00,-20599.95256,-23078.27844,-23500.46454,-18165.58897,-85344.28451
2015-01-16 06:00:00,-20877.70965,-23400.43935,-24045.83485,-18587.15395,-86911.1378
2015-01-16 07:00:00,-22062.42434,-24639.93461,-26434.16745,-20433.3076,-93569.83399
2015-01-16 08:00:00,-24250.95293,-26874.96,-30838.48832,-23837.79701,-105802.1983
2015-01-16 09:00:00,-25537.1951,-28206.49055,-33463.7713,-25867.11057,-113074.5675
2015-01-16 10:00:00,-24754.3678,-27479.49429,-31993.13479,-24730.32545,-108957.3223
2015-01-16 11:00:00,-23021.70219,-25803.847,-28638.06533,-22136.89533,-99600.50985
2015-01-16 12:00:00,-22178.29614,-25000.67667,-27035.78681,-20898.35245,-95113.11207
2015-01-16 13:00:00,-22536.67622,-25379.48987,-27803.11061,-21491.48493,-97210.76163
2015-01-16 14:00:00,-22450.06496,-25304.99104,-27667.73233,-21386.83907,-96809.6274
2015-01-16 15:00:00,-22935.02621,-25784.54494,-28641.86558,-22139.83288,-99501.26961
2015-01-16 16:00:00,-24270.97094,-27105.25283,-31297.30037,-24192.45345,-106865.9776
2015-01-16 17:00:00,-26471.22359,-29285.87423,-35671.64954,-27573.77508,-119002.5224
2015-01-16 18:00:00,-27625.48001,-30432.0547,-37981.03526,-29358.90369,-125397.4737
2015-01-16 19:00:00,-26781.2915,-29593.13978,-36333.61603,-28085.46757,-120793.5149
2015-01-16 20:00:00,-24618.31742,-27430.25791,-32060.90519,-24782.71119,-108892.1917
2015-01-16 21:00:00,-22660.71436,-25438.27932,-28153.04983,-21761.98392,-98014.02744
2015-01-16 22:00:00,-21468.21087,-24180.43542,-25723.31407,-19883.82611,-91255.78647
2015-01-16 23:00:00,-21324.64839,-23948.91692,-25335.90951,-19584.36683,-90193.84165
2015-01-17 00:00:00,-21117.77366,-23677.01494,-24843.19658,-19203.5054,-88841.49058
2015-01-17 01:00:00,-20837.30365,-23334.1114,-24181.22593,-18691.8097,-87044.45067
2015-01-17 02:00:00,-20551.71906,-23014.88458,-23541.82995,-18197.56395,-85305.99754
2015-01-17 03:00:00,-20278.88044,-22729.1918,-22943.80865,-17735.30037,-83687.18125
2015-01-17 04:00:00,-20365.98603,-22815.7687,-23060.40899,-17825.43109,-84067.5948
2015-01-17 05:00:00,-20275.94541,-22747.29471,-22838.49709,-17653.89574,-83515.63295
2015-01-17 06:00:00,-20634.0541,-23152.20196,-23549.36006,-18203.38464,-85539.00076
2015-01-17 07:00:00,-22066.53467,-24639.93461,-26434.16745,-20433.3076,-93573.94433
2015-01-17 08:00:00,-24331.7547,-26957.72073,-31004.00977,-23965.74319,-106259.2284
2015-01-17 09:00:00,-26699.60376,-29364.94878,-35780.68777,-27658.06037,-119503.3007
2015-01-17 10:00:00,-26582.92078,-29299.91038,-35633.96697,-27544.64688,-119061.445
2015-01-17 11:00:00,-25688.98617,-28451.7424,-33933.85613,-26230.48074,-114305.0654
2015-01-17 12:00:00,-23759.54978,-26572.87456,-30180.18259,-23328.93424,-103841.5412
2015-01-17 13:00:00,-22528.21662,-25379.48987,-27803.11061,-21491.48493,-97202.30203
2015-01-17 14:00:00,-20847.75632,-23732.79315,-24523.33655,-18956.25727,-88060.14329
2015-01-17 15:00:00,-19566.41124,-22474.69169,-22022.15907,-17022.87583,-81086.13783
2015-01-17 16:00:00,-19471.45752,-22388.70714,-21864.209,-16900.78224,-80625.15591
2015-01-17 17:00:00,-20914.47369,-23824.59397,-24749.08901,-19130.76133,-88618.91799
2015-01-17 18:00:00,-22741.08421,-25632.76428,-28382.45442,-21939.31103,-98695.61394
2015-01-17 19:00:00,-23494.09422,-26366.04725,-29879.43098,-23096.4567,-102836.0291
2015-01-17 20:00:00,-23514.14089,-26354.5604,-29909.51017,-23119.70757,-102897.919
2015-01-17 21:00:00,-23566.28666,-26348.48737,-29973.46592,-23169.14464,-103057.3846
2015-01-17 22:00:00,-22790.18486,-25504.37353,-28371.19028,-21930.60398,-98596.35265
2015-01-17 23:00:00,-21893.32891,-24527.01675,-26492.10918,-20478.09589,-93390.55073
2015-01-18 00:00:00,-23426.24392,-25909.69049,-29308.54766,-22655.17046,-101299.6525
2015-01-18 01:00:00,-21937.04258,-24382.01281,-26277.02875,-20311.84119,-92907.92532
2015-01-18 02:00:00,-21422.30283,-23842.00016,-25196.06112,-19476.26564,-89936.62976
2015-01-18 03:00:00,-21175.28083,-23581.88059,-24649.18624,-19053.53764,-88459.8853
2015-01-18 04:00:00,-21497.86364,-23899.7742,-25228.42,-19501.27868,-90127.33652
2015-01-18 05:00:00,-22081.44563,-24495.90728,-26335.72223,-20357.21057,-93270.28571
2015-01-18 06:00:00,-23752.28885,-26199.18039,-29643.31692,-22913.94325,-102508.7294
2015-01-18 07:00:00,-26179.54941,-28668.59591,-34491.49006,-26661.52536,-116001.1608
2015-01-18 08:00:00,-27176.21817,-29720.7377,-36530.04372,-28237.30391,-121664.3035
2015-01-18 09:00:00,-26211.88902,-28814.34569,-34679.48158,-26806.84064,-116512.5569
2015-01-18 10:00:00,-23734.84543,-26400.44492,-29835.03606,-23062.13994,-103032.4663
2015-01-18 11:00:00,-21916.2156,-24634.56437,-26299.50008,-20329.21127,-93179.49133
2015-01-18 12:00:00,-20982.54898,-23744.86506,-24524.16359,-18956.89657,-88208.4742
2015-01-18 13:00:00,-20334.31982,-23130.67606,-23305.48299,-18014.87047,-84785.34933
2015-01-18 14:00:00,-20228.94083,-23039.23751,-23136.22527,-17884.0362,-84288.4398
2015-01-18 15:00:00,-20147.13048,-22964.04204,-23000.85978,-17779.40023,-83891.43254
2015-01-18 16:00:00,-20288.96423,-23115.01396,-23316.82263,-18023.63588,-84744.43669
2015-01-18 17:00:00,-20587.32315,-23426.29351,-23952.4881,-18514.99799,-86481.10276
2015-01-18 18:00:00,-22654.54401,-25478.9248,-28074.77547,-21701.47874,-97909.72302
2015-01-18 19:00:00,-24114.51041,-26913.67858,-30974.69364,-23943.08215,-105945.9648
2015-01-18 20:00:00,-25604.33795,-28354.0495,-33908.48837,-26210.87175,-114077.7476
2015-01-18 21:00:00,-25002.31033,-27697.28995,-32671.07109,-25254.36242,-110625.0338
2015-01-18 22:00:00,-25217.1802,-27832.97486,-33028.39295,-25530.56811,-111609.1161
2015-01-18 23:00:00,-24192.13694,-26736.36742,-30910.81051,-23893.70123,-105733.0161
2015-01-19 00:00:00,-20418.63155,-23088.72848,-23666.62365,-18294.02805,-85468.01172
2015-01-19 01:00:00,-19000.8496,-21645.67966,-20804.36245,-16081.53304,-77532.42475
2015-01-19 02:00:00,-18439.47774,-21068.05419,-19648.16918,-15187.80893,-74343.51004
2015-01-19 03:00:00,-18216.55261,-20836.14424,-19157.71353,-14808.69236,-73019.10274
2015-01-19 04:00:00,-18537.32828,-21154.03785,-19736.94729,-15256.43339,-74684.74681
2015-01-19 05:00:00,-19123.9343,-21750.17093,-20844.24952,-16112.36529,-77830.72004
2015-01-19 06:00:00,-20748.03716,-23397.02479,-24039.00573,-18581.87512,-86765.9428
2015-01-19 07:00:00,-23220.35056,-25894.64994,-28943.59811,-22373.06866,-100431.6673
2015-01-19 08:00:00,-24217.14758,-26927.98531,-30944.53895,-23919.77292,-106009.4448
2015-01-19 09:00:00,-23374.74184,-26125.02857,-29300.84735,-22649.21821,-101449.836
2015-01-19 10:00:00,-21091.86928,-23889.78874,-24813.72368,-19180.72319,-88976.10489
2015-01-19 11:00:00,-19510.81293,-22349.58515,-21729.54163,-16796.68592,-80386.62562
2015-01-19 12:00:00,-18736.29879,-21610.33714,-20255.10775,-15656.96548,-76258.70917
2015-01-19 13:00:00,-18216.45053,-21118.38983,-19280.91052,-14903.92222,-73519.6731
2015-01-19 14:00:00,-18056.17076,-20970.53203,-18998.81432,-14685.86509,-72711.38221
2015-01-19 15:00:00,-17907.73085,-20829.51412,-18731.80394,-14479.46914,-71948.51806
2015-01-19 16:00:00,-17934.57609,-20867.64756,-18822.08983,-14549.25909,-72173.57257
2015-01-19 17:00:00,-18099.49801,-21047.28222,-19194.46552,-14837.10122,-73178.34696
2015-01-19 18:00:00,-19947.55088,-22883.63976,-22884.20538,-17689.22772,-83404.62373
2015-01-19 19:00:00,-21272.50559,-24186.74864,-25520.83376,-19727.31115,-90707.39914
2015-01-19 20:00:00,-22604.59766,-25476.66825,-28153.72587,-21762.50649,-97997.49828
2015-01-19 21:00:00,-21991.57762,-24819.90871,-26916.3086,-20805.99716,-94533.79208
2015-01-19 22:00:00,-22152.08349,-24917.9808,-27198.4048,-21024.05428,-95292.52336
2015-01-19 23:00:00,-21174.33298,-23887.19581,-25212.46725,-19488.94739,-89762.94343
2015-01-20 00:00:00,-21921.38258,-24499.20951,-26487.58565,-20474.59925,-93382.77699
2015-01-20 01:00:00,-20453.52698,-22999.74146,-23512.48598,-18174.8814,-85140.63582
2015-01-20 02:00:00,-19896.38796,-22422.116,-22356.2927,-17281.15729,-81955.95396
2015-01-20 03:00:00,-19685.16128,-22199.60926,-21884.64347,-16916.57786,-80685.99187
2015-01-20 04:00:00,-19997.31711,-22508.09966,-22445.07082,-17349.78175,-82300.26933
2015-01-20 05:00:00,-20582.43335,-23104.23274,-23552.37305,-18205.71365,-85444.75279
2015-01-20 06:00:00,-22229.97815,-24779.29623,-26803.5485,-20718.8349,-94531.65777
2015-01-20 07:00:00,-24665.61342,-27248.71175,-31651.72164,-24466.41702,-108032.4638
2015-01-20 08:00:00,-25681.49623,-28310.25675,-33709.08171,-26056.7327,-113757.5674
2015-01-20 09:00:00,-24792.51498,-27469.68718,-31990.16446,-24728.02943,-108980.3961
2015-01-20 10:00:00,-22417.40655,-25149.81848,-27333.78308,-21128.70014,-96029.70824
2015-01-20 11:00:00,-20727.13741,-23506.17962,-24042.73048,-18584.75431,-86860.80182
2015-01-20 12:00:00,-19835.04938,-22654.09313,-22342.61964,-17270.58817,-82102.35032
2015-01-20 13:00:00,-19246.28737,-22096.32337,-21236.77752,-16415.78492,-78995.17318
2015-01-20 14:00:00,-19113.47416,-21976.6752,-21011.10055,-16241.33922,-78342.58913
2015-01-20 15:00:00,-19031.63753,-21901.47974,-20875.73507,-16136.70326,-77945.5556
2015-01-20 16:00:00,-19087.43108,-21967.81697,-21022.44019,-16250.10463,-78327.79288
2015-01-20 17:00:00,-19319.04553,-22213.23615,-21526.46078,-16639.70675,-79698.4492
2015-01-20 18:00:00,-21262.27749,-24143.43314,-25404.26477,-19637.20467,-90447.18007
2015-01-20 19:00:00,-22673.22983,-25530.40906,-28210.15087,-21806.12237,-98219.91213
2015-01-20 20:00:00,-24101.56686,-26912.01414,-31031.10712,-23986.68912,-106031.3772
2015-01-20 21:00:00,-23461.5795,-26221.41581,-29737.2706,-22986.56837,-102406.8343
2015-01-20 22:00:00,-23679.9984,-26365.39035,-30132.20528,-23291.84834,-103469.4424
2015-01-20 23:00:00,-22644.21172,-25262.88366,-28033.42926,-21669.51859,-97610.04324
2015-01-21 00:00:00,-21885.67956,-24447.07334,-26487.58565,-20474.59925,-93294.9378
2015-01-21 01:00:00,-20407.33458,-22932.28792,-23512.48598,-18174.8814,-85026.98988
2015-01-21 02:00:00,-19842.96039,-22344.09715,-22356.2927,-17281.15729,-81824.50753
2015-01-21 03:00:00,-19627.79826,-22115.84356,-21884.64347,-16916.57786,-80544.86315
2015-01-21 04:00:00,-19938.19476,-22421.76486,-22445.07082,-17349.78175,-82154.81219
2015-01-21 05:00:00,-20522.56368,-23016.80665,-23552.37305,-18205.71365,-85297.45703
2015-01-21 06:00:00,-22169.7143,-24691.29453,-26803.5485,-20718.8349,-94383.39223
2015-01-21 07:00:00,-24605.08338,-27160.32135,-31651.72164,-24466.41702,-107883.5434
2015-01-21 08:00:00,-25620.78805,-28221.6062,-33709.08171,-26056.7327,-113608.2087
2015-01-21 09:00:00,-24731.7067,-27380.89045,-31990.16446,-24728.02943,-108830.791
2015-01-21 10:00:00,-22356.55416,-25060.95735,-27333.78308,-21128.70014,-95879.99472
2015-01-21 11:00:00,-20666.27502,-23417.30389,-24042.73048,-18584.75431,-86711.06369
2015-01-21 12:00:00,-19774.19776,-22565.23313,-22342.61964,-17270.58817,-81952.6387
2015-01-21 13:00:00,-19185.46144,-22007.50088,-21236.77752,-16415.78492,-78845.52476
2015-01-21 14:00:00,-19052.68431,-21887.9054,-21011.10055,-16241.33922,-78193.02949
2015-01-21 15:00:00,-18970.8875,-21812.76808,-20875.73507,-16136.70326,-77796.09391
2015-01-21 16:00:00,-19026.72617,-21879.1712,-21022.44019,-16250.10463,-78178.44219
2015-01-21 17:00:00,-19258.42729,-22124.71694,-21526.46078,-16639.70675,-79549.31176
2015-01-21 18:00:00,-21201.96817,-24055.36504,-25404.26477,-19637.20467,-90298.80265
2015-01-21 19:00:00,-22614.04449,-25443.98227,-28210.15087,-21806.12237,-98074.3
2015-01-21 20:00:00,-24045.73599,-26830.48582,-31031.10712,-23986.68912,-105894.0181
2015-01-21 21:00:00,-23413.66001,-26151.44027,-29737.2706,-22986.56837,-102288.9393
2015-01-21 22:00:00,-23646.71052,-26316.78094,-30132.20528,-23291.84834,-103387.5451
2015-01-21 23:00:00,-22632.08257,-25245.17179,-28033.42926,-21669.51859,-97580.20222
2015-01-22 00:00:00,-20394.68787,-23053.76417,-23666.62365,-18294.02805,-85409.10374
2015-01-22 01:00:00,-18987.45845,-21626.12492,-20804.36245,-16081.53304,-77499.47886
2015-01-22 02:00:00,-18433.31925,-21059.06112,-19648.16918,-15187.80893,-74328.35848
2015-01-22 03:00:00,-18214.25899,-20832.79493,-19157.71353,-14808.69236,-73013.45982
2015-01-22 04:00:00,-18536.64414,-21153.03881,-19736.94729,-15256.43339,-74683.06363
2015-01-22 05:00:00,-19123.77236,-21749.93445,-20844.24952,-16112.36529,-77830.32162
2015-01-22 06:00:00,-20748.00721,-23396.98105,-24039.00573,-18581.87512,-86765.86911
2015-01-22 07:00:00,-23220.34658,-25894.64412,-28943.59811,-22373.06866,-100431.6575
2015-01-22 08:00:00,-24217.14758,-26927.98531,-30944.53895,-23919.77292,-106009.4448
2015-01-22 09:00:00,-23374.74184,-26125.02857,-29300.84735,-22649.21821,-101449.836
2015-01-22 10:00:00,-21091.86928,-23889.78874,-24813.72368,-19180.72319,-88976.10489
2015-01-22 11:00:00,-19510.81293,-22349.58515,-21729.54163,-16796.68592,-80386.62562
2015-01-22 12:00:00,-18736.29879,-21610.33714,-20255.10775,-15656.96548,-76258.70917
2015-01-22 13:00:00,-18216.45053,-21118.38983,-19280.91052,-14903.92222,-73519.6731
2015-01-22 14:00:00,-18056.17076,-20970.53203,-18998.81432,-14685.86509,-72711.38221
2015-01-22 15:00:00,-17907.73085,-20829.51412,-18731.80394,-14479.46914,-71948.51806
2015-01-22 16:00:00,-17934.57609,-20867.64756,-18822.08983,-14549.25909,-72173.57257
2015-01-22 17:00:00,-18099.49801,-21047.28222,-19194.46552,-14837.10122,-73178.34696
2015-01-22 18:00:00,-19947.55088,-22883.63976,-22884.20538,-17689.22772,-83404.62373
2015-01-22 19:00:00,-21272.50559,-24186.74864,-25520.83376,-19727.31115,-90707.39914
2015-01-22 20:00:00,-22604.59766,-25476.66825,-28153.72587,-21762.50649,-97997.49828
2015-01-22 21:00:00,-21991.57762,-24819.90871,-26916.3086,-20805.99716,-94533.79208
2015-01-22 22:00:00,-22152.08348,-24917.98079,-27198.4048,-21024.05428,-95292.52334
2015-01-22 23:00:00,-21174.33297,-23887.19579,-25212.46725,-19488.94739,-89762.9434
2015-01-23 00:00:00,-21203.73463,-23758.06735,-25005.30139,-19328.81056,-89295.91393
2015-01-23 01:00:00,-20408.69566,-22920.38134,-23353.76581,-18052.19254,-84735.03535
2015-01-23 02:00:00,-20112.7006,-22601.15132,-22714.36343,-17557.94185,-82986.1572
2015-01-23 03:00:00,-20091.39598,-22563.69753,-22612.82013,-17479.45004,-82747.36368
2015-01-23 04:00:00,-20350.3581,-22815.7687,-23060.40899,-17825.43109,-84051.96687
